1917/6/19 21:02,亥時,初一,朔
1917/7/5 5:40,卯時,十七,望
1917/7/19 10:59,巳時,初一,朔
1917/8/3 13:11,未時,十六,望
1917/8/18 2:21,丑時,初一,朔
1917/9/1 20:28,戌時,十五,望
1917/9/16 18:27,酉時,初一,朔
1917/10/1 4:31,寅時,十六,望
1917/10/16 10:41,巳時,初一,朔
1917/10/30 14:19,未時,十五,望
1917/11/15 2:28,丑時,初一,朔
1917/11/29 2:41,丑時,十五,望
1917/12/14 17:17,酉時,初一,朔
1917/12/28 17:51,酉時,十五,望
1918/1/13 6:35,卯時,初一,朔
1918/1/27 11:14,午時,十五,望
1918/2/11 18:04,酉時,初一,朔
1918/2/26 5:34,卯時,十六,望
1918/3/13 3:52,寅時,初一,朔
1918/3/27 23:33,子時,十五,望
1918/4/11 12:34,午時,初一,朔
1918/4/26 16:05,申時,十六,望
1918/5/10 21:01,亥時,初一,朔
1918/5/26 6:32,卯時,十七,望
1918/6/9 6:02,卯時,初一,朔
1918/6/24 18:38,酉時,十六,望
1918/7/8 16:22,申時,初一,朔
1918/7/24 4:34,寅時,十七,望
1918/8/7 4:29,寅時,初一,朔
1918/8/22 13:02,未時,十六,望
1918/9/5 18:43,酉時,初一,朔
1918/9/20 21:01,亥時,十六,望
1918/10/5 11:05,午時,初一,朔
1918/10/20 5:34,卯時,十六,望
1918/11/4 5:01,卯時,初一,朔
1918/11/18 15:33,申時,十五,望
1918/12/3 23:19,子時,初一,朔
1918/12/18 3:17,寅時,十六,望
1919/1/2 16:24,申時,初一,朔
1919/1/16 16:44,申時,十五,望
1919/2/1 7:06,辰時,初一,朔
1919/2/15 7:38,辰時,十五,望
1919/3/2 19:11,戌時,初一,朔
1919/3/16 23:41,子時,十五,望
1919/4/1 5:04,卯時,初一,朔
1919/4/15 16:25,申時,十五,望
1919/4/30 13:30,未時,初一,朔
1919/5/15 9:01,巳時,十六,望
1919/5/29 21:12,亥時,初一,朔
1919/6/14 0:28,子時,十七,望
1919/6/28 4:52,寅時,初一,朔
1919/7/13 14:02,未時,十六,望
1919/7/27 13:22,未時,初一,朔
1919/8/12 1:39,丑時,十七,望
1919/8/25 23:37,子時,初一,朔
1919/9/10 11:54,午時,十七,望
1919/9/24 12:33,午時,初一,朔
1919/10/9 21:38,亥時,十六,望
1919/10/24 4:39,寅時,初一,朔
1919/11/8 7:35,辰時,十六,望
1919/11/22 23:19,子時,初一,朔
1919/12/7 18:03,酉時,十六,望
1919/12/22 18:55,酉時,初一,朔
1920/1/6 5:04,卯時,十六,望
1920/1/21 13:27,未時,初一,朔
1920/2/4 16:42,申時,十五,望
1920/2/20 5:34,卯時,初一,朔
1920/3/5 5:12,卯時,十五,望
1920/3/20 18:55,酉時,初一,朔
1920/4/3 18:54,酉時,十五,望
1920/4/19 5:43,卯時,初一,朔
1920/5/3 9:47,巳時,十五,望
1920/5/18 14:25,未時,初一,朔
1920/6/2 1:18,丑時,十六,望
1920/6/16 21:41,亥時,初一,朔
1920/7/1 16:40,申時,十六,望
1920/7/16 4:25,寅時,初一,朔
1920/7/31 7:19,辰時,十六,望
1920/8/14 11:44,午時,初一,朔
1920/8/29 21:03,亥時,十六,望
1920/9/12 20:52,戌時,初一,朔
1920/9/28 9:56,巳時,十七,望
1920/10/12 8:50,辰時,初一,朔
1920/10/27 22:09,亥時,十六,望
1920/11/11 0:05,子時,初二,朔
1920/11/26 9:42,巳時,十七,望
1920/12/10 18:04,酉時,初一,朔
1920/12/25 20:38,戌時,十六,望
1921/1/9 13:26,未時,初一,朔
1921/1/24 7:07,辰時,十六,望
1921/2/8 8:36,辰時,初一,朔
1921/2/22 17:32,酉時,十五,望
1921/3/10 2:09,丑時,初一,朔
1921/3/24 4:19,寅時,十五,望
1921/4/8 17:05,酉時,初一,朔
1921/4/22 15:49,申時,十五,望
1921/5/8 5:01,卯時,初一,朔
1921/5/22 4:15,寅時,十五,望
1921/6/6 14:14,未時,初一,朔
1921/6/20 17:41,酉時,十五,望
1921/7/5 21:36,亥時,初一,朔
1921/7/20 8:07,辰時,十六,望
1921/8/4 4:17,寅時,初一,朔
1921/8/18 23:28,子時,十五,望
1921/9/2 11:33,午時,初一,朔
1921/9/17 15:20,申時,十六,望
1921/10/1 20:26,戌時,初一,朔
1921/10/17 6:59,卯時,十七,望
1921/10/31 7:38,辰時,初一,朔
1921/11/15 21:39,亥時,十六,望
1921/11/29 21:25,亥時,初一,朔
1921/12/15 10:50,巳時,十七,望
1921/12/29 13:39,未時,初一,朔
1922/1/13 22:36,亥時,十六,望
1922/1/28 7:48,辰時,初一,朔
1922/2/12 9:17,巳時,十六,望
1922/2/27 2:47,丑時,初一,朔
1922/3/13 19:14,戌時,十五,望
1922/3/28 21:03,亥時,初一,朔
1922/4/12 4:43,寅時,十六,望
1922/4/27 13:04,未時,初一,朔
1922/5/11 14:06,未時,十五,望
1922/5/27 2:04,丑時,初一,朔
1922/6/9 23:58,子時,十四,望
1922/6/25 12:19,午時,初一,朔
1922/7/9 11:07,午時,十五,望
1922/7/24 20:47,戌時,初一,朔
1922/8/8 0:18,子時,十六,望
1922/8/23 4:34,寅時,初一,朔
1922/9/6 15:47,申時,十五,望
1922/9/21 12:38,午時,初一,朔
1922/10/6 8:58,辰時,十六,望
1922/10/20 21:40,亥時,初一,朔
1922/11/5 2:36,丑時,十七,望
1922/11/19 8:06,辰時,初一,朔
1922/12/4 19:23,戌時,十六,望
1922/12/18 20:20,戌時,初一,朔
1923/1/3 10:33,巳時,十七,望
1923/1/17 10:41,巳時,初一,朔
1923/2/1 23:53,子時,十六,望
1923/2/16 3:07,寅時,初一,朔
1923/3/3 11:23,午時,十六,望
1923/3/17 20:51,戌時,初一,朔
1923/4/1 21:10,亥時,十六,望
1923/4/16 14:28,未時,初一,朔
1923/5/1 5:30,卯時,十六,望
1923/5/16 6:38,卯時,初一,朔
1923/5/30 13:07,未時,十五,望
1923/6/14 20:42,戌時,初一,朔
1923/6/28 21:04,亥時,十五,望
1923/7/14 8:45,辰時,初一,朔
1923/7/28 6:33,卯時,十五,望
1923/8/12 19:17,戌時,初一,朔
1923/8/26 18:29,酉時,十五,望
1923/9/11 4:53,寅時,初一,朔
1923/9/25 9:15,巳時,十五,望
1923/10/10 14:06,未時,初一,朔
1923/10/25 2:26,丑時,十六,望
1923/11/8 23:27,子時,初一,朔
1923/11/23 20:58,戌時,十六,望
1923/12/8 9:30,巳時,初一,朔
1923/12/23 15:33,申時,十六,望
1924/1/6 20:48,戌時,初一,朔
1924/1/22 8:57,辰時,十七,望
1924/2/5 9:38,巳時,初一,朔
1924/2/21 0:07,子時,十七,望
1924/3/5 23:57,子時,初一,朔
1924/3/21 12:30,午時,十七,望
1924/4/4 15:17,申時,初一,朔
1924/4/19 22:10,亥時,十六,望
1924/5/4 7:00,辰時,初一,朔
1924/5/19 5:52,卯時,十六,望
1924/6/2 22:34,亥時,初一,朔
1924/6/17 12:41,午時,十六,望
1924/7/2 13:35,未時,初一,朔
1924/7/16 19:49,戌時,十五,望
1924/8/1 3:42,寅時,初一,朔
1924/8/15 4:19,寅時,十五,望
1924/8/30 16:37,申時,初一,朔
1924/9/13 15:00,申時,十五,望
1924/9/29 4:16,寅時,初一,朔
1924/10/13 4:21,寅時,十五,望
1924/10/28 14:57,未時,初一,朔
1924/11/11 20:31,戌時,十五,望
1924/11/27 1:15,丑時,初一,朔
1924/12/11 15:03,申時,十五,望
1924/12/26 11:46,午時,初一,朔
1925/1/10 10:47,巳時,十六,望
1925/1/24 22:45,亥時,初一,朔
1925/2/9 5:49,卯時,十七,望
1925/2/23 10:12,巳時,初一,朔
1925/3/10 22:21,亥時,十六,望
1925/3/24 22:03,亥時,初一,朔
1925/4/9 11:32,午時,十七,望
1925/4/23 10:28,巳時,初一,朔
1925/5/8 21:42,亥時,十六,望
1925/5/22 23:48,子時,初一,朔
1925/6/7 5:48,卯時,十七,望
1925/6/21 14:16,未時,初一,朔
1925/7/6 12:54,午時,十六,望
1925/7/21 5:40,卯時,初一,朔
1925/8/4 19:59,戌時,十五,望
1925/8/19 21:15,亥時,初一,朔
1925/9/3 3:53,寅時,十六,望
1925/9/18 12:12,午時,初一,朔
1925/10/2 13:23,未時,十五,望
1925/10/18 2:06,丑時,初一,朔
1925/11/1 1:17,丑時,十五,望
1925/11/16 14:58,未時,初一,朔
1925/11/30 16:11,申時,十五,望
1925/12/16 3:05,寅時,初一,朔
1925/12/30 10:01,巳時,十五,望
1926/1/14 14:35,未時,初一,朔
1926/1/29 5:35,卯時,十六,望
1926/2/13 1:20,丑時,初一,朔
1926/2/28 0:51,子時,十六,望
1926/3/14 11:20,午時,初一,朔
1926/3/29 18:00,酉時,十六,望
1926/4/12 20:56,戌時,初一,朔
1926/4/28 8:16,辰時,十七,望
1926/5/12 6:55,卯時,初一,朔
1926/5/27 19:48,戌時,十六,望
1926/6/10 18:08,酉時,初一,朔
1926/6/26 5:13,卯時,十七,望
1926/7/10 7:06,辰時,初一,朔
1926/7/25 13:13,未時,十六,望
1926/8/8 21:48,亥時,初一,朔
1926/8/23 20:38,戌時,十六,望
1926/9/7 13:45,未時,初一,朔
1926/9/22 4:19,寅時,十六,望
